raw_name,taxon_name,level_1,level_2
Saxifraga hirsuta,saxifraga_hirsuta,Saxifraga hirsuta-type,Saxifraga
Saxifraga hirsuta-type,saxifraga_hirsuta_type,Saxifraga hirsuta-type,Saxifraga
Saxifraga hypnoides,saxifraga_hypnoides,Saxifraga granulata-type,Saxifraga
Saxifraga hypnoides-type,saxifraga_hypnoides_type,Saxifraga granulata-type,Saxifraga
Saxifraga oppositifolia,saxifraga_oppositifolia,Saxifraga oppositifolia-type,Saxifraga
Saxifraga oppositifolia-type,saxifraga_oppositifolia_type,Saxifraga oppositifolia-type,Saxifraga
Saxifraga paniculata-type,saxifraga_paniculata_type,Saxifraga oppositifolia-type,Saxifraga
Saxifraga tridactylites,saxifraga_tridactylites,Saxifraga granulata-type,Saxifraga
Saxifraga tridactylitis-type,saxifraga_tridactylitis_type,Saxifraga granulata-type,Saxifraga
Saxifraga undiff.,saxifraga_undiff,Saxifraga,Saxifraga
Saxifragaceae,saxifragaceae,Saxifragaceae,Saxifragaceae
Saxifragaceae undiff.,saxifragaceae_undiff,Saxifragaceae,Saxifragaceae
Scabiosa,scabiosa,Scabiosa,Dipsacaceae
Scabiosa-type,scabiosa_type,Scabiosa,Dipsacaceae
Scabiosa columbaria,scabiosa_columbaria,Scabiosa columbaria-type,Dipsacaceae
Scabiosa columbaria-type,scabiosa_columbaria_type,Scabiosa columbaria-type,Dipsacaceae
Scandix pecten-veneris,scandix_pecten_minus_veneris,Scandix pecten-veneris,Apiaceae
Scandix pecten-veneris-type,scandix_pecten_minus_veneris_type,Scandix pecten-veneris/Caucalis platycarpos,Apiaceae
Schlagintweitia intybacea,schlagintweitia_intybacea,Crepis-type,Compositae subfam. Cichorioideae
Sciadopitys,sciadopitys,Sciadopitys,Sciadopitys
Scilla,scilla,Ornithogalum-type,Liliaceae-type
Scilla-type,scilla_type,Ornithogalum-type,Liliaceae-type
Scleranthus,scleranthus,Scleranthus,Caryophyllaceae (periporate excl. Paronychioideae)
Scleranthus-type,scleranthus_type,Scleranthus,Caryophyllaceae (periporate excl. Paronychioideae)
Scleranthus annuus,scleranthus_annuus,Scleranthus annuus,Caryophyllaceae (periporate excl. Paronychioideae)
Scleranthus annuus-type,scleranthus_annuus_type,Scleranthus annuus,Caryophyllaceae (periporate excl. Paronychioideae)
Scleranthus perennis,scleranthus_perennis,Scleranthus perennis,Caryophyllaceae (periporate excl. Paronychioideae)
Scorzonera-type,scorzonera_type,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae
Scorzonera humilis-type,scorzonera_humilis_type,Scorzonera humilis-type,Compositae subfam. Cichorioideae
Scorzoneroides helvetica,scorzoneroides_helvetica,Crepis-type,Compositae subfam. Cichorioideae
Scrophularia,scrophularia,Scrophularia-type,Scrophulariaceae (colporate-reticulate)
Scrophularia-type,scrophularia_type,Scrophularia-type,Scrophulariaceae (colporate-reticulate)
Scrophularia nodosa-type,scrophularia_nodosa_type,Scrophularia-type,Scrophulariaceae (colporate-reticulate)
Scrophularia/Verbascum,scrophularia_verbascum,Scrophularia-type,Scrophulariaceae (colporate-reticulate)
Scrophulariaceae,scrophulariaceae,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate)
Scrophulariaceae pro parte,scrophulariaceae_pro_parte,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate)
Scrophulariaceae undiff.,scrophulariaceae_undiff,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate)
Scutellaria,scutellaria,Scutellaria-type,Galeopsis/Ballota-type
Scutellaria-type,scutellaria_type,Scutellaria-type,Galeopsis/Ballota-type
Secale,secale,Secale cereale,Poaceae
Secale-type,secale_type,Secale cereale,Poaceae
Secale (primitive),secale_primitive,Secale cereale,Poaceae
Secale cereale,secale_cereale,Secale cereale,Poaceae
Sedum,sedum,Sedum-type,Crassulaceae
Sedum-type,sedum_type,Sedum-type,Crassulaceae
Sedum acre,sedum_acre,Sedum-type,Crassulaceae
Sedum anglicum,sedum_anglicum,Sedum-type,Crassulaceae
Sedum/Rhodiola cf. R. rosea,sedum_rhodiola_cf_r_rosea,Sedum-type,Crassulaceae
Selinum carvifolia,selinum_carvifolia,Peucedanum-type,Apiaceae
Selinum carvifolia-type,selinum_carvifolia_type,Peucedanum-type,Apiaceae
Sempervivum,sempervivum,Sempervivum,Crassulaceae
Senecio,senecio,Senecio-type,Compositae subfam. Asteroideae
Senecio-type,senecio_type,Senecio-type,Compositae subfam. Asteroideae
Senecio/Aster,senecio_aster,Senecio-type,Compositae subfam. Asteroideae
Sequoia,sequoia,Sequoia,Cryptomeria-type
Serratula,serratula,Saussurea-type,Cynareae
Serratula-type,serratula_type,Saussurea-type,Cynareae
Seseli,seseli,Seseli-type,Apiaceae
Seseli-type,seseli_type,Seseli-type,Apiaceae
Seseli libanotis-type,seseli_libanotis_type,Seseli-type,Apiaceae
Sibbaldia,sibbaldia,Sibbaldia procumbens,Geum-type
Sideritis,sideritis,Sideritis,Labiatae (6)
Silaum silaus,silaum_silaus,Silaum silaus,Apiaceae
Silaum silaus-type,silaum_silaus_type,Silaum silaus,Apiaceae
Silene,silene,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene-type,silene_type,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene-type undiff.,silene_type_undiff,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene acaulis,silene_acaulis,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene acaulis-type,silene_acaulis_type,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene cf. S. acaulis,silene_cf_s_acaulis,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene ciliata-type,silene_ciliata_type,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene dioica,silene_dioica,Silene dioica-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene dioica-type,silene_dioica_type,Silene dioica-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene flos-cuculi,silene_flos_minus_cuculi,Lychnis flos-cuculi,Caryophyllaceae (periporate excl. Paronychioideae)
Silene foetida-type,silene_foetida_type,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene nutans,silene_nutans,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene rupestris,silene_rupestris,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene undiff.,silene_undiff,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene uniflora subsp. uniflora-type,silene_uniflora_subsp_uniflora_type,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene viscaria,silene_viscaria,Lychnis viscaria-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene viscaria-type,silene_viscaria_type,Lychnis viscaria-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene vulgaris,silene_vulgaris,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silene vulgaris-type,silene_vulgaris_type,Silene vulgaris-type,Caryophyllaceae (periporate excl. Paronychioideae)
Sileneae,sileneae,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Silenoideae-type,silenoideae_type,Silene-type,Caryophyllaceae (periporate excl. Paronychioideae)
Simethis planifolia,simethis_planifolia,Simethis,Asphodelaceae
Sinapis,sinapis,Sinapis-type,Brassicaceae
Sinapis-type,sinapis_type,Sinapis-type,Brassicaceae
Sison amomum,sison_amomum,Sison amomum,Apiaceae
Sium,sium,Sium-type,Apiaceae
Sium-type,sium_type,Sium-type,Apiaceae
Sium latifolium-type,sium_latifolium_type,Sium-type,Apiaceae
Smilax,smilax,Smilax,Liliaceae-type
Smyrnium,smyrnium,Smyrnium-type,Apiaceae
Smyrnium-type,smyrnium_type,Smyrnium-type,Apiaceae
Solanaceae,solanaceae,Solanaceae,Solanaceae
Solanum,solanum,Solanum,Solanum
Solanum dulcamara,solanum_dulcamara,Solanum dulcamara,Solanum
Solanum nigrum,solanum_nigrum,Solanum nigrum-type,Solanum
Solanum nigrum-type,solanum_nigrum_type,Solanum nigrum-type,Solanum
Soldanella,soldanella,Soldanella,Soldanella
Soldanella pusilla,soldanella_pusilla,Soldanella,Soldanella
Solidago,solidago,Aster-type,Compositae subfam. Asteroideae
Solidago-type,solidago_type,Senecio-type,Compositae subfam. Asteroideae
Solidago-type/Saussurea-type,solidago_type_saussurea_type,Solidago-type/Saussurea-type,Compositae subfam. Asteroideae
Solidago virgaurea,solidago_virgaurea,Aster-type,Compositae subfam. Asteroideae
Solidago virgaurea-type,solidago_virgaurea_type,Aster-type,Compositae subfam. Asteroideae
Solidago/Saussurea,solidago_saussurea,Saussurea-type,Cynareae
Sonchus,sonchus,Sonchus-type,Compositae subfam. Cichorioideae
Sorbus,sorbus,Sorbus-type,Rosaceae (non-operculate)
Sorbus-type,sorbus_type,Sorbus-type,Rosaceae (non-operculate)
Sorbus aria-type,sorbus_aria_type,Sorbus-type,Rosaceae (non-operculate)
Sorbus aucuparia,sorbus_aucuparia,Sorbus-type,Rosaceae (non-operculate)
Sorbus aucuparia-type,sorbus_aucuparia_type,Sorbus-type,Rosaceae (non-operculate)
Sorbus group,sorbus_group,Rosaceae (non-operculate),Rosaceae (non-operculate)
Spartium,spartium,Spartium junceum,Genista-group
Spergula,spergula,Spergularia-type,Spergularia-type
Spergula-type,spergula_type,Spergularia-type,Spergularia-type
Spergula arvensis,spergula_arvensis,Spergula arvensis-type,Spergula arvensis-type
Spergula arvensis-type,spergula_arvensis_type,Spergularia-type,Spergularia-type
Spergula/Spergularia,spergula_spergularia,Spergularia-type,Spergularia-type
Spergularia,spergularia,Spergularia-type,Spergularia-type
Spergularia-type,spergularia_type,Spergularia-type,Spergularia-type
Spermatophyta undiff. (cf. upland herbs),spermatophyta_undiff_cf_upland_herbs,Spermatophyta undiff. (upland herbs),Spermatophyta undiff. (upland herbs)
Spermatophyta undiff. (deciduous trees),spermatophyta_undiff_deciduous_trees,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (trees/shrubs)
Spermatophyta undiff. (halophytes),spermatophyta_undiff_halophytes,Spermatophyta undiff. (halophytes),Spermatophyta undiff. (halophytes)
Spermatophyta undiff. (shrubs),spermatophyta_undiff_shrubs,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (trees/shrubs)
Spermatophyta undiff. (trees),spermatophyta_undiff_trees,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (trees/shrubs)
Spermatophyta undiff. (trees/shrubs),spermatophyta_undiff_trees_shrubs,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff. (trees/shrubs)
Spermatophyta undiff. (upland herbs),spermatophyta_undiff_upland_herbs,Spermatophyta undiff. (upland herbs),Spermatophyta undiff. (upland herbs)
Spiraea,spiraea,Aruncus/Spiraea,Aruncus/Spiraea
Spiraea-type,spiraea_type,Aruncus/Spiraea,Aruncus/Spiraea
Stachys,stachys,Galeopsis-type,Galeopsis/Ballota-type
Stachys-type,stachys_type,Galeopsis-type,Galeopsis/Ballota-type
Stachys sylvatica,stachys_sylvatica,Galeopsis-type,Galeopsis/Ballota-type
Stachys sylvatica-type,stachys_sylvatica_type,Galeopsis-type,Galeopsis/Ballota-type
Staphylea,staphylea,Staphylea pinnata,Staphylea pinnata
Staphylea pinnata,staphylea_pinnata,Staphylea pinnata,Staphylea pinnata
Stellaria,stellaria,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria-type,stellaria_type,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria cf. S. media,stellaria_cf_s_media,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria cf. S. palustris,stellaria_cf_s_palustris,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria graminea,stellaria_graminea,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria holostea,stellaria_holostea,Stellaria holostea,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria holostea-type,stellaria_holostea_type,Stellaria holostea,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria nemorum,stellaria_nemorum,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Stellaria undiff.,stellaria_undiff,Cerastium-type,Caryophyllaceae (periporate excl. Paronychioideae)
Streptopus amplexifolius,streptopus_amplexifolius,Convallaria-type,Liliaceae-type
Suaeda,suaeda,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Suaeda-type,suaeda_type,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Suaeda maritima,suaeda_maritima,Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Succisa,succisa,Succisa-type,Dipsacaceae
Succisa-type,succisa_type,Succisa-type,Dipsacaceae
Succisa pratensis,succisa_pratensis,Succisa-type,Dipsacaceae
Succisa pratensis-type,succisa_pratensis_type,Succisa-type,Dipsacaceae
Swertia,swertia,Swertia perennis,Gentianaceae
Swertia perennis,swertia_perennis,Swertia perennis,Gentianaceae
Symphytum,symphytum,Symphytum,Boraginaceae
Symphytum-type,symphytum_type,Symphytum,Boraginaceae
Symplocos,symplocos,Symplocos,Ericales (tetrads)
Syringa,syringa,Syringa,Ligustrum-type
Syringa-type,syringa_type,Ligustrum-type,Ligustrum-type
Syringa vulgaris,syringa_vulgaris,Syringa,Ligustrum-type
Tamarix,tamarix,Tamarix,Tamarix
Tanacetum-type,tanacetum_type,Matricaria-type,Compositae subfam. Asteroideae
Taraxacum,taraxacum,Crepis-type,Compositae subfam. Cichorioideae
Taraxacum-type,taraxacum_type,Crepis-type,Compositae subfam. Cichorioideae
Taraxacum officinale,taraxacum_officinale,Crepis-type,Compositae subfam. Cichorioideae
Taraxacum officinale group,taraxacum_officinale_group,Crepis-type,Compositae subfam. Cichorioideae
Taxus,taxus,Taxus baccata,Taxus baccata
Taxus baccata,taxus_baccata,Taxus baccata,Taxus baccata
Teucrium,teucrium,Teucrium,Teucrium
Teucrium-type,teucrium_type,Teucrium,Teucrium
Teucrium chamaedrys,teucrium_chamaedrys,Teucrium chamaedrys-type,Teucrium
Teucrium chamaedrys-type,teucrium_chamaedrys_type,Teucrium chamaedrys-type,Teucrium
Thalictrum,thalictrum,Thalictrum,Thalictrum
Thalictrum-type,thalictrum_type,Thalictrum,Thalictrum
Thalictrum aquilegiifolium,thalictrum_aquilegiifolium,Thalictrum aquilegiifolium,Thalictrum
Thalictrum lucidum,thalictrum_lucidum,Thalictrum flavum-type,Thalictrum
Thalictrum minus,thalictrum_minus,Thalictrum alpinum-type,Thalictrum
Thalictrum undiff.,thalictrum_undiff,Thalictrum,Thalictrum
Theligonum,theligonum,Theligonum cynocrambe,Theligonum cynocrambe
Theligonum cynocrambe,theligonum_cynocrambe,Theligonum cynocrambe,Theligonum cynocrambe
Thesium,thesium,Thesium,Thesium
Thymelaea,thymelaea,Thymelaea,Thymelaeaceae
Thymelaeaceae,thymelaeaceae,Thymelaeaceae,Thymelaeaceae
Thymus,thymus,Mentha-type,Labiatae (6)
Thymus-type,thymus_type,Mentha-type,Labiatae (6)
Thymus/Mentha,thymus_mentha,Mentha-type,Labiatae (6)
Thymus/Mentha-type,thymus_mentha_type,Mentha-type,Labiatae (6)
Tilia,tilia,Tilia,Tilia
Tilia cordata,tilia_cordata,Tilia cordata-type,Tilia
Tilia cordata-type,tilia_cordata_type,Tilia cordata-type,Tilia
Tilia platyphyllos,tilia_platyphyllos,Tilia platyphyllos-type,Tilia
Tilia platyphyllos-type,tilia_platyphyllos_type,Tilia platyphyllos-type,Tilia
Tilia undiff.,tilia_undiff,Tilia,Tilia
Tofieldia,tofieldia,Tofieldia,Tofieldia
Tofieldia-type,tofieldia_type,Tofieldia,Tofieldia
Tofieldia pusilla,tofieldia_pusilla,Tofieldia,Tofieldia
Torilis,torilis,Apiaceae,Apiaceae
Torilis arvensis,torilis_arvensis,Torilis arvensis,Apiaceae
Torilis arvensis-type,torilis_arvensis_type,Falcaria-type,Apiaceae
Torilis japonica,torilis_japonica,Torilis japonica,Apiaceae
Torilis japonica-type,torilis_japonica_type,Torilis japonica,Apiaceae
Torilis nodosa,torilis_nodosa,Torilis nodosa,Apiaceae
Tozzia alpina,tozzia_alpina,Odontites-type,Odontites-type
Trachomitum,trachomitum,Trachomitum,Trachomitum
Trachycarpus fortunei,trachycarpus_fortunei,Trachycarpus fortunei,Trachycarpus fortunei
Tribulus terrestris,tribulus_terrestris,Tribulus terrestris,Tribulus terrestris
Trichophorum cespitosum,trichophorum_cespitosum,Scirpus-type,Cyperaceae
Trientalis,trientalis,Trientalis europaea,Trientalis europaea
Trientalis-type,trientalis_type,Trientalis europaea,Trientalis europaea
Trientalis europaea,trientalis_europaea,Trientalis europaea,Trientalis europaea
Trifolium,trifolium,Trifolium-type,Trifolium-type
Trifolium-type,trifolium_type,Trifolium-type,Trifolium-type
Trifolium alpinum,trifolium_alpinum,Trifolium alpinum-type,Trifolium-type
Trifolium alpinum-type,trifolium_alpinum_type,Trifolium alpinum-type,Trifolium-type
Trifolium badium,trifolium_badium,Trifolium badium-type,Trifolium-type
Trifolium badium-type,trifolium_badium_type,Trifolium badium-type,Trifolium-type
Trifolium pallescens,trifolium_pallescens,Trifolium repens-type,Trifolium-type
Trifolium pratense,trifolium_pratense,Trifolium pratense-type,Trifolium-type
Trifolium pratense-type,trifolium_pratense_type,Trifolium pratense-type,Trifolium-type
Trifolium repens,trifolium_repens,Trifolium repens-type,Trifolium-type
Trifolium repens-type,trifolium_repens_type,Trifolium repens-type,Trifolium-type
Trifolium spadiceum,trifolium_spadiceum,Trifolium badium-type,Trifolium-type
Trifolium striatum-type,trifolium_striatum_type,Trifolium repens-type,Trifolium-type
Trifolium undiff.,trifolium_undiff,Trifolium-type,Trifolium-type
Trinia,trinia,Trinia glauca,Apiaceae
Trinia glauca,trinia_glauca,Trinia glauca,Apiaceae
Trinia glauca-type,trinia_glauca_type,Trinia glauca,Apiaceae
Tripolium pannonicum subsp. tripolium-type,tripolium_pannonicum_subsp_tripolium_type,Tripolium-type,Compositae subfam. Asteroideae
Triticum,triticum,Triticum-type,Poaceae
Triticum-type,triticum_type,Triticum-type,Poaceae
Triticum spelta-type,triticum_spelta_type,Triticum-type,Poaceae
Triticum undiff.,triticum_undiff,Triticum-type,Poaceae
Trollius,trollius,Trollius europaeus,Trollius europaeus
Trollius-type,trollius_type,Trollius europaeus,Trollius europaeus
Trollius europaeus,trollius_europaeus,Trollius europaeus,Trollius europaeus
Trollius europaeus-type,trollius_europaeus_type,Trollius europaeus,Trollius europaeus
Tsuga,tsuga,Tsuga,Tsuga
Tsuga-type,tsuga_type,Tsuga,Tsuga
Tsuga diversifolia-type,tsuga_diversifolia_type,Tsuga diversifolia-type,Tsuga
Tsuga heterophylla,tsuga_heterophylla,Tsuga heterophylla,Tsuga
Tuberaria,tuberaria,Tuberaria,Tuberaria
Turgenia-type,turgenia_type,Apiaceae,Apiaceae
Turgenia latifolia,turgenia_latifolia,Turgenia latifolia,Apiaceae
Turgenia latifolia-type,turgenia_latifolia_type,Turgenia latifolia,Apiaceae
Tussilago-type,tussilago_type,Tussilago-type,Compositae subfam. Asteroideae
Tussilago farfara,tussilago_farfara,Tussilago-type,Compositae subfam. Asteroideae
Ulex,ulex,Genista-type,Genista-group
Ulex-type,ulex_type,Genista-type,Genista-group
Ulex/Cytisus sect. Spartopsis,ulex_cytisus_sect_spartopsis,Genista-type,Genista-group
Ulmus,ulmus,Ulmus/Zelkova,Ulmus/Zelkova
Ulmus glabra,ulmus_glabra,Ulmus/Zelkova,Ulmus/Zelkova
Ulmus laevis,ulmus_laevis,Ulmus/Zelkova,Ulmus/Zelkova
Ulmus minor,ulmus_minor,Ulmus/Zelkova,Ulmus/Zelkova
Ulmus.Zelkova,ulmus_zelkova,Ulmus/Zelkova,Ulmus/Zelkova
Umbilicus rupestris,umbilicus_rupestris,Umbilicus-type,Crassulaceae
Urtica,urtica,Urtica,Urticaceae/Moraceae
Urtica-type,urtica_type,Urtica,Urticaceae/Moraceae
Urtica cf. U. dioica,urtica_cf_u_dioica,Urtica,Urticaceae/Moraceae
Urtica dioica,urtica_dioica,Urtica dioica,Urticaceae/Moraceae
Urtica dioica-type,urtica_dioica_type,Urtica dioica-type,Urticaceae/Moraceae
Urtica membranacea-type,urtica_membranacea_type,Urtica dubia-type,Urticaceae/Moraceae
Urtica pilulifera,urtica_pilulifera,Urtica pilulifera,Urticaceae/Moraceae
Urtica undiff.,urtica_undiff,Urtica,Urticaceae/Moraceae
Urtica urens,urtica_urens,Urtica urens,Urticaceae/Moraceae
Urtica/Parietaria,urtica_parietaria,Urticaceae,Urticaceae/Moraceae
Urticaceae,urticaceae,Urticaceae,Urticaceae/Moraceae
Urticalean Rosids,urticalean_rosids,Urticaceae/Moraceae,Urticaceae/Moraceae
Vaccinioideae,vaccinioideae,Vaccinium,Ericales (tetrads)
Vaccinium,vaccinium,Vaccinium,Ericales (tetrads)
Vaccinium-type,vaccinium_type,Vaccinium-type,Ericales (tetrads)
Vaccinium myrtillus,vaccinium_myrtillus,Vaccinium,Ericales (tetrads)
Vaccinium oxycoccos,vaccinium_oxycoccos,Vaccinium,Ericales (tetrads)
Vaccinium sect. Oxycoccus,vaccinium_sect_oxycoccus,Vaccinium,Ericales (tetrads)
Valeriana,valeriana,Valeriana,Valerianaceae
Valeriana-type,valeriana_type,Valerianaceae,Valerianaceae
Valeriana cf. V. dioica,valeriana_cf_v_dioica,Valeriana,Valerianaceae
Valeriana dioica,valeriana_dioica,Valeriana dioica,Valerianaceae
Valeriana dioica-type,valeriana_dioica_type,Valeriana dioica,Valerianaceae
Valeriana dioica subsp. simplicifolia,valeriana_dioica_subsp_simplicifolia,Valeriana dioica,Valerianaceae
Valeriana excelsa subsp. sambucifolia-type,valeriana_excelsa_subsp_sambucifolia_type,Valeriana officinalis-type,Valerianaceae
Valeriana officinalis,valeriana_officinalis,Valeriana officinalis-type,Valerianaceae
Valeriana officinalis-type,valeriana_officinalis_type,Valeriana officinalis-type,Valerianaceae
Valeriana tripteris-type,valeriana_tripteris_type,Valeriana montana-type,Valerianaceae
Valerianella,valerianella,Valerianella,Valerianaceae
Valerianella-type,valerianella_type,Valerianella,Valerianaceae
Valerianella dentata,valerianella_dentata,Valerianella,Valerianaceae
Valerianella locusta,valerianella_locusta,Valerianella,Valerianaceae
Valerianoideae,valerianoideae,Valerianaceae,Valerianaceae
Veratrum,veratrum,Veratrum,Liliaceae-type
Veratrum-type,veratrum_type,Veratrum,Liliaceae-type
Veratrum album,veratrum_album,Veratrum,Liliaceae-type
Verbascum,verbascum,Verbascum,Scrophulariaceae (colporate-reticulate)
Verbascum-type,verbascum_type,Verbascum,Scrophulariaceae (colporate-reticulate)
Verbena,verbena,Verbena officinalis,Verbena officinalis
Verbena officinalis,verbena_officinalis,Verbena officinalis,Verbena officinalis
Verbenaceae,verbenaceae,Verbenaceae,Verbenaceae
Veronica,veronica,Veronica-type,Rhinanthus-group
Veronica-type,veronica_type,Veronica-type,Rhinanthus-group
Viburnum,viburnum,Viburnum,Viburnum
Viburnum-type,viburnum_type,Viburnum,Viburnum
Viburnum cf. V. opulus,viburnum_cf_v_opulus,Viburnum,Viburnum
Viburnum lantana,viburnum_lantana,Viburnum lantana,Viburnum
Viburnum lantana-type,viburnum_lantana_type,Viburnum lantana,Viburnum
Viburnum opulus,viburnum_opulus,Viburnum opulus,Viburnum
Viburnum opulus-type,viburnum_opulus_type,Viburnum opulus/V. tinus,Viburnum
Viburnum tinus,viburnum_tinus,Viburnum tinus,Viburnum
Viburnum undiff.,viburnum_undiff,Viburnum,Viburnum
Vicia,vicia,Vicia-type,Lathyrus/Vicia-type
Vicia-type,vicia_type,Vicia-type,Lathyrus/Vicia-type
Vicia-type sensu stricto,vicia_type_sensu_stricto,Vicia-type,Lathyrus/Vicia-type
Vicia cf. V. cracca,vicia_cf_v_cracca,Vicia-type,Lathyrus/Vicia-type
Vicia cracca,vicia_cracca,Vicia-type,Lathyrus/Vicia-type
Vicia cracca-type,vicia_cracca_type,Vicia-type,Lathyrus/Vicia-type
Vicia faba,vicia_faba,Vicia faba,Lathyrus/Vicia-type
Vicia faba-type,vicia_faba_type,Vicia faba,Lathyrus/Vicia-type
Vicia sylvatica,vicia_sylvatica,Vicia-type,Lathyrus/Vicia-type
Vicia sylvatica-type,vicia_sylvatica_type,Vicia-type,Lathyrus/Vicia-type
Vicia/Lathyrus,vicia_lathyrus,Lathyrus/Vicia-type,Lathyrus/Vicia-type
Vicia/Lathyrus-type,vicia_lathyrus_type,Lathyrus/Vicia-type,Lathyrus/Vicia-type
Vincetoxicum,vincetoxicum,Vincetoxicum,Vincetoxicum
Viola,viola,Viola,Viola
Viola arvensis,viola_arvensis,Viola tricolor-type,Viola
Viola arvensis-type,viola_arvensis_type,Viola tricolor-type,Viola
Viola canina-type,viola_canina_type,Viola odorata-type,Viola
Viola riviniana,viola_riviniana,Viola odorata-type,Viola
Viola tricolor,viola_tricolor,Viola tricolor-type,Viola
Viola tricolor-type,viola_tricolor_type,Viola tricolor-type,Viola
Violaceae,violaceae,Viola,Viola
Viscum,viscum,Viscum,Viscum album
Viscum album,viscum_album,Viscum,Viscum album
Viscum album sensu lato,viscum_album_sensu_lato,Viscum,Viscum album
Vitis,vitis,Vitis,Vitis
Vitis vinifera,vitis_vinifera,Vitis,Vitis
Xanthium,xanthium,Xanthium,Ambrosia/Xanthium
Xanthium-type,xanthium_type,Ambrosia/Xanthium,Ambrosia/Xanthium
Xanthium spinosum-type,xanthium_spinosum_type,Xanthium,Ambrosia/Xanthium
Xeranthemum,xeranthemum,Xeranthemum,Cynareae
Zea,zea,Zea mays,Poaceae
Zea mays,zea_mays,Zea mays,Poaceae
Zelkova,zelkova,Ulmus/Zelkova,Ulmus/Zelkova
Ziziphus,ziziphus,Zizyphus,Rhamnaceae
Zygophyllum,zygophyllum,Zygophyllum,Zygophyllum
