neotoma_names,taxon_name
Geraniaceae undiff.,geraniaceae_undiff
Geraniales cf. Geraniaceae,geraniales_cf_geraniaceae
Geranium,geranium
Geranium-type,geranium_type
Geranium columbinum-type,geranium_columbinum_type
Geranium molle,geranium_molle
Geranium molle-type,geranium_molle_type
Geranium molle group,geranium_molle_group
Geranium phaeum-type,geranium_phaeum_type
Geranium pratense-type,geranium_pratense_type
Geranium pratense group,geranium_pratense_group
Geranium pusillum-type,geranium_pusillum_type
Geranium retrorsum group,geranium_retrorsum_group
Geranium sylvaticum,geranium_sylvaticum
Geranium sylvaticum-type,geranium_sylvaticum_type
Gesneriaceae,gesneriaceae
Geum,geum
Geum-type,geum_type
Geum cf. G. rivale,geum_cf_g_rivale
Geum cf. G. urbanum,geum_cf_g_urbanum
Geum montanum-type,geum_montanum_type
Geum rivale,geum_rivale
Geum/Potentilla,geum_potentilla
Gevuina,gevuina
Gilbertiodendron-type mayombense,gilbertiodendron_type_mayombense
Gilgella scaposa,gilgella_scaposa
Gilia,gilia
Gilia-type,gilia_type
Gilia aggregata,gilia_aggregata
Gingidia,gingidia
Gisekia,gisekia
Gisekia pharnaceoides,gisekia_pharnaceoides
Gladiolus,gladiolus
Gladiolus-type,gladiolus_type
Gladiolus illyricus-type,gladiolus_illyricus_type
Gladiolus watsonius-type,gladiolus_watsonius_type
Glaucium,glaucium
Glaucium-type,glaucium_type
Glaucium flavum,glaucium_flavum
Glaux,glaux
Glaux maritima,glaux_maritima
Glechoma-type,glechoma_type
Gleditsia,gleditsia
Glenniea,glenniea
Globimetula-type,globimetula_type
Globularia,globularia
Glochidion,glochidion
Glyceria,glyceria
Glyceria-type,glyceria_type
Glycydendron,glycydendron
Glyphaea brevis,glyphaea_brevis
Gnaphalium,gnaphalium
Gnaphalium-type,gnaphalium_type
Gnidia,gnidia
Gnidia-type,gnidia_type
Gnidia-type (G. glauca),gnidia_type_g_glauca
Gnidia-type chrysantha,gnidia_type_chrysantha
Gnidia-type glauca,gnidia_type_glauca
Gochnatia,gochnatia
Godoya,godoya
Gomortega keule,gomortega_keule
Gompholobium,gompholobium
Gomphrena,gomphrena
Gomphrena-type,gomphrena_type
Gomphrena-type undiff.,gomphrena_type_undiff
Gomphrena (type 1),gomphrena_type_1
Gomphrena (type 2),gomphrena_type_2
Gomphrena (type 3),gomphrena_type_3
Gomphrena/Pfaffia,gomphrena_pfaffia
Gonocalyx,gonocalyx
Goodenia,goodenia
Goodenia/Velleia,goodenia_velleia
Goodeniaceae,goodeniaceae
Gordonia,gordonia
Gordonia (type 2),gordonia_type_2
Gordonia fruticosa,gordonia_fruticosa
Gordonia/Laplacea,gordonia_laplacea
Gorteria-type beguinotii,gorteria_type_beguinotii
Gossypium,gossypium
Gouania,gouania
Gratiola,gratiola
Gratiola officinalis,gratiola_officinalis
Greigia,greigia
Grevillea,grevillea
Grevillea-type,grevillea_type
Grevillea australis,grevillea_australis
Grevillea victoriae,grevillea_victoriae
Grevillea/Hakea,grevillea_hakea
Grewia,grewia
Grewia-type,grewia_type
Grewia-type tenax,grewia_type_tenax
Grewia villosa,grewia_villosa
Greyia,greyia
Grielum,grielum
Griselinia,griselinia
Griselinia cf. G. ruscifolia,griselinia_cf_g_ruscifolia
Grossulariaceae,grossulariaceae
Guaiacum,guaiacum
Guapira,guapira
Guarea,guarea
Guarea-type,guarea_type
Guatteria,guatteria
Guazuma,guazuma
Guazuma-type,guazuma_type
Guettarda,guettarda
Guettarda-type,guettarda_type
Guettarda combsii,guettarda_combsii
Guettarda sp.,guettarda_sp
Guibourtia-type demeusei,guibourtia_type_demeusei
Guiera senegalensis,guiera_senegalensis
Guioa,guioa
Guizotia-type,guizotia_type
Gundelia-type,gundelia_type
Gunnera,gunnera
Gunnera manicata,gunnera_manicata
Gunnera perpensa,gunnera_perpensa
Gunnera tinctoria,gunnera_tinctoria
Gunneraceae,gunneraceae
Gustavia,gustavia
Gustavia (type 1),gustavia_type_1
Gustavia (type 2),gustavia_type_2
Gymnanthes,gymnanthes
Gymnanthes lucida,gymnanthes_lucida
Gymnocarpos,gymnocarpos
Gymnopodium,gymnopodium
Gymnoschoenus,gymnoschoenus
Gymnoschoenus-type,gymnoschoenus_type
Gymnoschoenus sphaerocephalus,gymnoschoenus_sphaerocephalus
Gymnosporia,gymnosporia
Gymnosporia-type senegalensis,gymnosporia_type_senegalensis
Gymnosporia senegalensis,gymnosporia_senegalensis
Gymnostoma,gymnostoma
Gynandriris sisyrinchium,gynandriris_sisyrinchium
Gynatrix,gynatrix
Gynoxys-type,gynoxys_type
Gypsophila,gypsophila
Gypsophila-type,gypsophila_type
Gypsophila arrostii,gypsophila_arrostii
Gypsophila fastigiata,gypsophila_fastigiata
Gypsophila fastigiata-type,gypsophila_fastigiata_type
Gypsophila fastigiata/G. repens,gypsophila_fastigiata_g_repens
Gypsophila muralis,gypsophila_muralis
Gypsophila repens,gypsophila_repens
Gypsophila repens-type,gypsophila_repens_type
Gyranthera,gyranthera
Gyrostemon,gyrostemon
Gyrostemonaceae,gyrostemonaceae
Habenaria-type,habenaria_type
Haemanthus,haemanthus
Haemanthus-type,haemanthus_type
Haematostaphis-type (H. barteri),haematostaphis_type_h_barteri
Haematoxylum-type,haematoxylum_type
Hagenia,hagenia
Hagenia abyssinica,hagenia_abyssinica
Hakea,hakea
Hakea-type,hakea_type
Hakea teretifolia,hakea_teretifolia
Halimium,halimium
Halimium-type,halimium_type
Halimium halimifolium-type,halimium_halimifolium_type
Halimium/Tuberaria,halimium_tuberaria
Halocarpus,halocarpus
Haloragis,haloragis
Haloragis micrantha,haloragis_micrantha
Haloragis sim.,haloragis_sim
Haloragodendron,haloragodendron
Halothamnus-type,halothamnus_type
Hamamelidaceae,hamamelidaceae
Hamamelis,hamamelis
Hamamelis virginiana,hamamelis_virginiana
Hammada-type,hammada_type
Hampea trilobata,hampea_trilobata
Haplocoelum,haplocoelum
Haplopappus,haplopappus
Haplophyllum,haplophyllum
Haplophyllum-type,haplophyllum_type
Hardenbergia,hardenbergia
Harrisonia-type,harrisonia_type
Harungana,harungana
Harungana madagascariensis,harungana_madagascariensis
Harungana madagascariensis-type,harungana_madagascariensis_type
Havardia,havardia
Hebe,hebe
Hebenstretia dentata,hebenstretia_dentata
Hedera,hedera
Hedera-type,hedera_type
Hedera helix,hedera_helix
Hedera helix-type,hedera_helix_type
Hedycarya,hedycarya
Hedyosmum,hedyosmum
Hedyosmum brasiliense,hedyosmum_brasiliense
Hedyotis,hedyotis
Hedyotis-type,hedyotis_type
Hedysarum,hedysarum
Hedysarum-type,hedysarum_type
Hedysarum cf. H. coronarium,hedysarum_cf_h_coronarium
Hedysarum cf. H. hedysaroides,hedysarum_cf_h_hedysaroides
Hedysarum hedysaroides,hedysarum_hedysaroides
Hedysarum/Ebenus,hedysarum_ebenus
Heisteria,heisteria
Heisteria-type,heisteria_type
Heliantheae,heliantheae
Helianthemum,helianthemum
Helianthemum-type,helianthemum_type
Helianthemum canum-type,helianthemum_canum_type
Helianthemum cf. H. canum,helianthemum_cf_h_canum
Helianthemum cf. H. nummularium,helianthemum_cf_h_nummularium
Helianthemum cf. H. oelandicum,helianthemum_cf_h_oelandicum
Helianthemum croceum-type,helianthemum_croceum_type
Helianthemum marifolium,helianthemum_marifolium
Helianthemum nummularium,helianthemum_nummularium
Helianthemum nummularium-type,helianthemum_nummularium_type
Helianthemum oelandicum-type,helianthemum_oelandicum_type
Helianthemum oelandicum subsp. alpestris,helianthemum_oelandicum_subsp_alpestris
Helianthemum oelandicum subsp. alpestris-type,helianthemum_oelandicum_subsp_alpestris_type
Helianthemum sp.,helianthemum_sp
Helianthemum undiff.,helianthemum_undiff
Helianthus,helianthus
Helianthus-type,helianthus_type
Helichrysum,helichrysum
Helichrysum-type,helichrysum_type
Helichrysum foetidum-type,helichrysum_foetidum_type
Helichrysum forskalii-type,helichrysum_forskalii_type
Helicia,helicia
Helicostylis,helicostylis
Helicteres,helicteres
Helicteres (type 1),helicteres_type_1
Helicteres jamaicensis,helicteres_jamaicensis
Heliocarpus,heliocarpus
Heliocarpus americanus,heliocarpus_americanus
Heliotropium,heliotropium
Heliotropium-type,heliotropium_type
Heliotropium europaeum-type,heliotropium_europaeum_type
Heliotropium steudneri,heliotropium_steudneri
Heliotropium steudneri-type,heliotropium_steudneri_type
Helleborus,helleborus
Helleborus-type,helleborus_type
Helleborus foetidus,helleborus_foetidus
Helleborus undiff.,helleborus_undiff
Helleborus viridis,helleborus_viridis
Helleborus viridis-type,helleborus_viridis_type
Heloniopsis,heloniopsis
Helosciadium inundatum,helosciadium_inundatum
Heracleum,heracleum
Heracleum-type,heracleum_type
Heracleum lanatum,heracleum_lanatum
Heracleum sphondylium,heracleum_sphondylium
Heracleum sphondylium-type,heracleum_sphondylium_type
Heracleum undiff.,heracleum_undiff
Heritiera,heritiera
Hermannia,hermannia
Hermannia-type,hermannia_type
Hernandia,hernandia
Hernandiaceae,hernandiaceae
Herniaria,herniaria
Herniaria-type,herniaria_type
Herniaria glabra-type,herniaria_glabra_type
Herrania,herrania
Hesperomeles,hesperomeles
Heteradelphia paulowilhelmia,heteradelphia_paulowilhelmia
Heteromorpha,heteromorpha
Heteromorpha-type,heteromorpha_type
Heteropterys,heteropterys
Heterosavia bahamensis,heterosavia_bahamensis
Heuchera-type,heuchera_type
Hevea,hevea
Hevea brasiliensis,hevea_brasiliensis
Hewittia-type malabarica,hewittia_type_malabarica
Hewittia scandens,hewittia_scandens
Hibbertia,hibbertia
Hibiscus,hibiscus
Hibiscus-type,hibiscus_type
Hibiscus-type micranthus,hibiscus_type_micranthus
Hibiscus fragilis,hibiscus_fragilis
Hibiscus fragilis-type,hibiscus_fragilis_type
Hieracium,hieracium
Hieracium-type,hieracium_type
Hieronyma,hieronyma
Hieronyma-type,hieronyma_type
Hieronyma (type 1),hieronyma_type_1
Hieronyma (type 2),hieronyma_type_2
Hieronyma (type 3),hieronyma_type_3
Hieronyma (type II),hieronyma_type_ii
Hieronyma undiff.,hieronyma_undiff
Hildebrandtia-type obcordata,hildebrandtia_type_obcordata
Himatanthus,himatanthus
Hippeastrum,hippeastrum
Hippocastanoideae,hippocastanoideae
Hippocastanoideae undiff.,hippocastanoideae_undiff
Hippocratea,hippocratea
Hippocratea-type,hippocratea_type
Hippocrepis,hippocrepis
Hippocrepis-type,hippocrepis_type
Hippocrepis comosa,hippocrepis_comosa
Hippomane,hippomane
Hippomane mancinella,hippomane_mancinella
Hippophaë,hippophae
Hippophaë rhamnoides,hippophae_rhamnoides
Hiptage comp.,hiptage_comp
Hiraea,hiraea
Hirtella,hirtella
Hoheria angustifolia,hoheria_angustifolia
Hoheria lyallii-type,hoheria_lyallii_type
Holodiscus,holodiscus
Holodiscus-type,holodiscus_type
Holoptelea,holoptelea
Holoptelea grandis,holoptelea_grandis
Holosteum umbellatum,holosteum_umbellatum
Homalanthus,homalanthus
Homalanthus cf. H. stokesii,homalanthus_cf_h_stokesii
Homalium,homalium
Homalium-type,homalium_type
Homogyne,homogyne
Homogyne-type,homogyne_type
Homogyne alpina,homogyne_alpina
Hordelymus,hordelymus
Hordeum,hordeum
Hordeum-type,hordeum_type
Hordeum group,hordeum_group
Hordeum vulgare-type,hordeum_vulgare_type
Hordeum/Secale,hordeum_secale
Hordeum/Triticum-type,hordeum_triticum_type
Hornungia,hornungia
Hornungia-type,hornungia_type
Hovea,hovea
Hovea/Bossiaea,hovea_bossiaea
Hua gabonii,hua_gabonii
Hudsonia,hudsonia
Hugonia,hugonia
Hugonia-type platysepala,hugonia_type_platysepala
Humiria,humiria
Humiriaceae,humiriaceae
Humulus,humulus
Humulus-type,humulus_type
Humulus lupulus,humulus_lupulus
Humulus lupulus-type,humulus_lupulus_type
Humulus/Cannabis,humulus_cannabis
Humulus/Cannabis-type,humulus_cannabis_type
Humulus/Cannabis sativa,humulus_cannabis_sativa
Humulus/Urtica,humulus_urtica
Hura,hura
Hura-type,hura_type
Hyacinthoides-type,hyacinthoides_type
Hydrangea,hydrangea
Hydrangeaceae,hydrangeaceae
Hydrogaster,hydrogaster
Hydrolea,hydrolea
Hydrophyllaceae,hydrophyllaceae
Hydrophyllaceae-type,hydrophyllaceae_type
Hydrophyllum,hydrophyllum
Hydrophyllum cf. H. virginianum,hydrophyllum_cf_h_virginianum
Hylodendron gabunense,hylodendron_gabunense
Hymenaea,hymenaea
Hymenaea-type,hymenaea_type
Hymenanthera,hymenanthera
Hymenocallis,hymenocallis
Hymenocardia,hymenocardia
Hymenocardia-type ulmoides,hymenocardia_type_ulmoides
Hymenocardia acida,hymenocardia_acida
Hymenocardia acida-type,hymenocardia_acida_type
Hymenocardia/Chaetachme,hymenocardia_chaetachme
Hymenodictyon,hymenodictyon
Hymenodictyon-type,hymenodictyon_type
Hymenodictyon-type (H. floribundum),hymenodictyon_type_h_floribundum
Hymenodictyon-type floribundum,hymenodictyon_type_floribundum
Hymenodictyon floribundum-type,hymenodictyon_floribundum_type
Hymenolobium,hymenolobium
Hymenostegia,hymenostegia
Hymenostegia-type pellegrini,hymenostegia_type_pellegrini
Hyophorbe-type,hyophorbe_type
Hyoscyamus,hyoscyamus
Hyoscyamus niger,hyoscyamus_niger
Hypecoum,hypecoum
Hypecoum-type,hypecoum_type
Hyperacanthus,hyperacanthus
Hypericaceae,hypericaceae
Hypericum,hypericum
Hypericum-type,hypericum_type
Hypericum (mini),hypericum_mini
Hypericum androsaemum,hypericum_androsaemum
Hypericum calycinum-type,hypericum_calycinum_type
Hypericum cf. H. elodes,hypericum_cf_h_elodes
Hypericum elodes,hypericum_elodes
Hypericum elodes-type,hypericum_elodes_type
Hypericum gramineum,hypericum_gramineum
Hypericum hirtellum var. assyriacum-type,hypericum_hirtellum_var_assyriacum_type
Hypericum japonicum,hypericum_japonicum
Hypericum perforatum,hypericum_perforatum
Hypericum perforatum-type,hypericum_perforatum_type
Hypericum perforatum group,hypericum_perforatum_group
Hypericum perforatum/H. androsaemum-type,hypericum_perforatum_h_androsaemum_type
Hypericum pulchrum-type,hypericum_pulchrum_type
Hypericum undiff.,hypericum_undiff
Hyphaene,hyphaene
Hyphaene-type,hyphaene_type
Hyphaene thebaica,hyphaene_thebaica
Hypoestes,hypoestes
Hypoestes-type,hypoestes_type
Hypoestes-type aristata,hypoestes_type_aristata
Hypoxis,hypoxis
Hyptis,hyptis
Hyptis-type,hyptis_type
Hyptis brevipes,hyptis_brevipes
Hyptis brevipes-type (12µm),hyptis_brevipes_type_12mu_m
Hystrix,hystrix
Hystrix (type A),hystrix_type_a
Hystrix (type B),hystrix_type_b
Icacinaceae,icacinaceae
Ilex,ilex
Ilex-type,ilex_type
Ilex (type 2),ilex_type_2
Ilex aquifolium,ilex_aquifolium
Ilex aquifolium-type,ilex_aquifolium_type
Ilex mitis,ilex_mitis
Ilex verticillata,ilex_verticillata
Ilex/Nemopanthus,ilex_nemopanthus
Ilex/Nemopanthus undiff.,ilex_nemopanthus_undiff
Illecebrum,illecebrum
Illecebrum-type,illecebrum_type
Illecebrum verticillatum,illecebrum_verticillatum
Illecebrum verticillatum-type,illecebrum_verticillatum_type
Illicium,illicium
Impatiens,impatiens
Impatiens-type,impatiens_type
Impatiens capensis,impatiens_capensis
Impatiens noli-tangere,impatiens_noli_tangere
Impatiens parviflora,impatiens_parviflora
Indigofera,indigofera
Indigofera-type,indigofera_type
Indigofera-type schimperi,indigofera_type_schimperi
Indigofera schimperi-type,indigofera_schimperi_type
Inga,inga
Inga-type,inga_type
Inga sp.,inga_sp
Inula,inula
Inula-type,inula_type
Inuleae,inuleae
Iodes,iodes
Ipomoea,ipomoea
Ipomoea-type,ipomoea_type
Ipomoea cf. I. batatas,ipomoea_cf_i_batatas
Iresine,iresine
Iresine-type,iresine_type
Iriartea,iriartea
Iriartea-type,iriartea_type
Iriartea deltoidea,iriartea_deltoidea
Iriartella,iriartella
Iridaceae,iridaceae
Iridaceae-type,iridaceae_type
Iridaceae (psilate),iridaceae_psilate
Iridaceae (reticulate),iridaceae_reticulate
Iridaceae (type I),iridaceae_type_i
Iridaceae (type II),iridaceae_type_ii
Iridaceae undiff.,iridaceae_undiff
Iridaceae/Liliaceae,iridaceae_liliaceae
Iris,iris
Iris-type,iris_type
Iris germanica-type,iris_germanica_type
Iris pseudacorus,iris_pseudacorus
Iris pseudacorus-type,iris_pseudacorus_type
Iris versicolor,iris_versicolor
Irvingia,irvingia
Irvingia-type,irvingia_type
Irvingia-type (I. wombolu),irvingia_type_i_wombolu
Irvingia-type gabonensis,irvingia_type_gabonensis
Irvingiaceae,irvingiaceae
Irvingiaceae undiff.,irvingiaceae_undiff
Iryanthera,iryanthera
Isertia,isertia
Isoberlinia,isoberlinia
Isoberlinia-type,isoberlinia_type
Isoglossa,isoglossa
Isophysis,isophysis
Isopyrum,isopyrum
Isotoma,isotoma
Itea,itea
Iva,iva
Iva-type,iva_type
Iva annua,iva_annua
Iva annua-type,iva_annua_type
Iva frutescens,iva_frutescens
Iva frutescens-type,iva_frutescens_type
Iva imbricata,iva_imbricata
Iva undiff.,iva_undiff
Ixora,ixora
Ixora-type,ixora_type
Ixora-type (I. brachypoda),ixora_type_i_brachypoda
Ixora-type brachypoda,ixora_type_brachypoda
Jacaranda,jacaranda
Jacaranda (type 2),jacaranda_type_2
Jacquemontia,jacquemontia
Jacquemontia havanensis,jacquemontia_havanensis
Jasione,jasione
Jasione-type,jasione_type
Jasione montana,jasione_montana
Jasione montana-type,jasione_montana_type
Jasminum,jasminum
Jasminum-type,jasminum_type
Jasminum abyssinicum,jasminum_abyssinicum
Jasminum abyssinicum-type,jasminum_abyssinicum_type
Jasminum fruticans-type,jasminum_fruticans_type
Jasminum grandiflorum subsp. floribundum-type,jasminum_grandiflorum_subsp_floribundum_type
Jatropha,jatropha
Jatropha-type,jatropha_type
Jatropha pelargoniifolia,jatropha_pelargoniifolia
Jatropha/Croton,jatropha_croton
Joosia,joosia
Juglandaceae,juglandaceae
Juglandaceae-type,juglandaceae_type
Juglandaceae cf. Engelhardia,juglandaceae_cf_engelhardia
Juglandaceae undiff.,juglandaceae_undiff
Juglans,juglans
Juglans-type,juglans_type
Juglans cf. J. cinerea,juglans_cf_j_cinerea
Juglans cf. J. nigra,juglans_cf_j_nigra
Juglans cinerea,juglans_cinerea
Juglans cinerea-type,juglans_cinerea_type
Juglans nigra,juglans_nigra
Juglans nigra-type,juglans_nigra_type
Juglans regia,juglans_regia
Juglans undiff.,juglans_undiff
Juglans/Pterocarya,juglans_pterocarya
Julbernardia,julbernardia
Julbernardia paniculata-type,julbernardia_paniculata_type
Julbernardia seretii-type,julbernardia_seretii_type
Julbernardia type 1,julbernardia_type_1
Julbernardia type 2,julbernardia_type_2
Juncaceae,juncaceae
Juncus/Luzula,juncus_luzula
Jungia-type,jungia_type
Juniperus,juniperus
Juniperus-type,juniperus_type
Juniperus-type procera,juniperus_type_procera
Juniperus cf. J. procera,juniperus_cf_j_procera
Juniperus communis,juniperus_communis
Juniperus communis-type,juniperus_communis_type
Juniperus communis/Thuja occidentalis-type,juniperus_communis_thuja_occidentalis_type
Juniperus procera,juniperus_procera
Juniperus sabina,juniperus_sabina
Juniperus/Calocedrus,juniperus_calocedrus
Juniperus/Thuja,juniperus_thuja
Jurinea,jurinea
Jurinea-type,jurinea_type
Justicia,justicia
Justicia-type,justicia_type
Justicia-type (J. flava),justicia_type_j_flava
Justicia-type anselliana,justicia_type_anselliana
Justicia-type betonica,justicia_type_betonica
Justicia-type flava,justicia_type_flava
Justicia-type odora,justicia_type_odora
Justicia (diporate),justicia_diporate
Justicia (triporate),justicia_triporate
Justicia anselliana-type,justicia_anselliana_type
Justicia comp.,justicia_comp
Justicia flava,justicia_flava
Justicia flava-type,justicia_flava_type
Justicia odora,justicia_odora
Justicia odora-type,justicia_odora_type
Justicia striata-type,justicia_striata_type
Kalanchoe,kalanchoe
Kallstroemia,kallstroemia
Kalmia,kalmia
Kalmia procumbens,kalmia_procumbens
Kedrostis,kedrostis
Kedrostis-type,kedrostis_type
Keetia,keetia
Keetia-type (K. cornelia),keetia_type_k_cornelia
Keetia-type (K. venosa),keetia_type_k_venosa
Keetia-type gueinzii,keetia_type_gueinzii
Keetia gueinzii-type,keetia_gueinzii_type
Kermadecia/Stenocarpus,kermadecia_stenocarpus
Khaya,khaya
Khaya-type,khaya_type
Kickxia,kickxia
Kickxia/Diclis,kickxia_diclis
Kiggelaria,kiggelaria
Kiggelaria africana,kiggelaria_africana
Kirkia,kirkia
Klaineanthus gaboniae,klaineanthus_gaboniae
Kleinhovia hospita,kleinhovia_hospita
Knautia,knautia
Knautia-type,knautia_type
Knautia arvensis,knautia_arvensis
Knautia arvensis-type,knautia_arvensis_type
Knautia/Dipsacus,knautia_dipsacus
Knightia,knightia
Kniphofia,kniphofia
Kniphofia-type reflexa,kniphofia_type_reflexa
Kochia-type,kochia_type
Koenigia,koenigia
Koenigia-type,koenigia_type
Koenigia alaskana,koenigia_alaskana
Koenigia alpina,koenigia_alpina
Koenigia alpina-type,koenigia_alpina_type
Koenigia islandica,koenigia_islandica
Koenigia islandica-type,koenigia_islandica_type
Koenigia sect. Aconogonon,koenigia_sect_aconogonon
Koenigia sect. Pleuropteropyrum,koenigia_sect_pleuropteropyrum
Kohautia,kohautia
Kohautia-type caespitosa,kohautia_type_caespitosa
Kohautia caespitosa,kohautia_caespitosa
Kohautia caespitosa-type,kohautia_caespitosa_type
Kotschya,kotschya
Kotschya-type,kotschya_type
Kotschya africana-type,kotschya_africana_type
Krascheninnikovia ceratoides,krascheninnikovia_ceratoides
Kunzea,kunzea
Kunzea-type,kunzea_type
Kunzea muelleri-type,kunzea_muelleri_type
Kunzea/Leptospermum,kunzea_leptospermum
Labatia,labatia
Labourdonnaisia-type,labourdonnaisia_type
Lachemilla,lachemilla
Lacistema,lacistema
Lacistema aggregatum,lacistema_aggregatum
Lacmellea,lacmellea
Lacmellea-type,lacmellea_type
Lacmellea sp.,lacmellea_sp
Lactuca,lactuca
Lactuca-type,lactuca_type
Lactuca sativa-type,lactuca_sativa_type
Lactucoideae undiff.,lactucoideae_undiff
Laetia aff. L. coriacea,laetia_aff_l_coriacea
Lafoensia,lafoensia
Lagarostrobos,lagarostrobos
Lagarostrobos franklinii,lagarostrobos_franklinii
Lagenocarpus,lagenocarpus
Lagerstroemia speciosa,lagerstroemia_speciosa
Lagotis,lagotis
Lagotis glauca,lagotis_glauca
Laguncularia,laguncularia
Laguncularia racemosa,laguncularia_racemosa
Lamanonia,lamanonia
Lamanonia cf. L. speciosa,lamanonia_cf_l_speciosa
Lamiaceae,lamiaceae
Lamiaceae (hexacolpate),lamiaceae_hexacolpate
"Lamiaceae (hexacolpate, scabrate, 40 µm)",lamiaceae_hexacolpate_scabrate_40_mu_m
Lamiaceae (large),lamiaceae_large
Lamiaceae (small),lamiaceae_small
Lamiaceae (tricolpate),lamiaceae_tricolpate
Lamiaceae cf. Mentha,lamiaceae_cf_mentha
Lamiaceae cf. Stachys,lamiaceae_cf_stachys
Lamiaceae pro parte,lamiaceae_pro_parte
Lamiaceae undiff.,lamiaceae_undiff
Lamium,lamium
Lamium-type,lamium_type
Lamium album,lamium_album
Lamium album-type,lamium_album_type
Lamium amplexicaule-type,lamium_amplexicaule_type
Lamium purpureum var. hybridum-type,lamium_purpureum_var_hybridum_type
Landolphia,landolphia
Landolphia-type,landolphia_type
Landolphia-type (type 3),landolphia_type_type_3
Lannea,lannea
Lannea-type,lannea_type
Lannea acida,lannea_acida
Lannea/Sclerocarya,lannea_sclerocarya
Lantana,lantana
Lantana-type ukambensis,lantana_type_ukambensis
Lantana-type viburnoides,lantana_type_viburnoides
Lapageria,lapageria
Laportea,laportea
Laportea-type,laportea_type
Laportea-type aestuans,laportea_type_aestuans
Laportea aestuans-type,laportea_aestuans_type
Larix,larix
Larix-type,larix_type
Larix decidua,larix_decidua
Larix decidua-type,larix_decidua_type
Larix gmelinii,larix_gmelinii
Larix laricina,larix_laricina
Larix sibirica,larix_sibirica
Larix/Pseudotsuga,larix_pseudotsuga
Larrea,larrea
Laser trilobum,laser_trilobum
Laserpitium,laserpitium
Laserpitium latifolium,laserpitium_latifolium
Laserpitium latifolium-type,laserpitium_latifolium_type
Laserpitium prutenicum,laserpitium_prutenicum
Lasianthus,lasianthus
Lasiodiscus,lasiodiscus
Lastarriaea chilensis-type,lastarriaea_chilensis_type
Latania-type,latania_type
Latania/Dracaena-type,latania_dracaena_type
Lathraea,lathraea
Lathyrus,lathyrus
Lathyrus-type,lathyrus_type
Lathyrus linifolius-type,lathyrus_linifolius_type
Lathyrus palustris,lathyrus_palustris
Lathyrus/Vicia-type,lathyrus_vicia_type
Launaea taraxacifolia,launaea_taraxacifolia
Lauraceae,lauraceae
Lauraceae (type 1),lauraceae_type_1
Lauraceae (type 3),lauraceae_type_3
Lauraceae cf. Aniba,lauraceae_cf_aniba
Laurelia,laurelia
Laurembergia,laurembergia
Laurembergia repens subsp. brachypoda,laurembergia_repens_subsp_brachypoda
Laurembergia tetrandra,laurembergia_tetrandra
Laurus,laurus
Laurus nobilis,laurus_nobilis
Lavandula,lavandula
Lavandula-type,lavandula_type
Lavandula stoechas-type,lavandula_stoechas_type
Lavatera,lavatera
Lavatera-type,lavatera_type
Lawsonia,lawsonia
Lawsonia-type inermis,lawsonia_type_inermis
Lecaniodiscus-type (L. cupanioides),lecaniodiscus_type_l_cupanioides
Lecaniodiscus-type cupanioides,lecaniodiscus_type_cupanioides
Lecaniodiscus/Lepisanthes senegalensis,lecaniodiscus_lepisanthes_senegalensis
Lechea,lechea
Lecythidaceae,lecythidaceae
Lecythidaceae-type,lecythidaceae_type
Lecythidaceae undiff.,lecythidaceae_undiff
Ledum-type,ledum_type
Leea,leea
Legousia,legousia
Legousia-type,legousia_type
Leitneria,leitneria
Leitneria floridana,leitneria_floridana
Leonardoxa-type,leonardoxa_type
Leonotis,leonotis
Leonotis-type,leonotis_type
Leontice,leontice
Leontice-type,leontice_type
Leontice leontopetalum,leontice_leontopetalum
Lepidagathis,lepidagathis
Lepidagathis-type,lepidagathis_type
Lepidium,lepidium
Lepidocaryum-type,lepidocaryum_type
Lepidoceras,lepidoceras
Lepidosperma,lepidosperma
Lepidothamnus,lepidothamnus
Lepidothamnus fonkii,lepidothamnus_fonkii
Lepironia comp.,lepironia_comp
Lepisanthes,lepisanthes
Lepisanthes-type (L. senegalensis),lepisanthes_type_l_senegalensis
Lepisanthes-type senegalensis,lepisanthes_type_senegalensis
Lepisanthes senegalensis,lepisanthes_senegalensis
Leptactina,leptactina
Leptaulus,leptaulus
Leptocarpus,leptocarpus
Leptosiphon,leptosiphon
Leptospermum,leptospermum
Leptospermum-type,leptospermum_type
Leptospermum lanigerum,leptospermum_lanigerum
Leptospermum undiff.,leptospermum_undiff
Leptospermum/Baeckea,leptospermum_baeckea
Leretia,leretia
Lesquerella,lesquerella
Leucaena,leucaena
Leucaena leucocephala,leucaena_leucocephala
Leucas,leucas
Leucas-type,leucas_type
Leucojum,leucojum
Leucojum/Galanthus,leucojum_galanthus
Leucopogon,leucopogon
Leucopogon-type,leucopogon_type
Leucopogon suaveolens,leucopogon_suaveolens
Leucosidea,leucosidea
Leucospermum,leucospermum
Levisticum officinale,levisticum_officinale
Lewisia,lewisia
Leymus arenarius,leymus_arenarius
Libocedrus,libocedrus
Licania,licania
Ligusticum,ligusticum
Ligusticum calderi-type,ligusticum_calderi_type
Ligusticum mutellina,ligusticum_mutellina
Ligusticum mutellinoides-type,ligusticum_mutellinoides_type
Ligusticum scoticum,ligusticum_scoticum
Ligustrum,ligustrum
Ligustrum-type,ligustrum_type
Ligustrum vulgare,ligustrum_vulgare
